uid,boundary
109,"POLYGON((-0.178931687056203 51.473602570799, -0.18048761476973 51.4730430291131, -0.18048761476973 51.4719239251519, -0.178931687056203 51.4713643628766, -0.177375759342675 51.4719239251519, -0.177375759342675 51.4730430291131, -0.178931687056203 51.473602570799))"
110,"POLYGON((0.101135301378706 51.473602570799, 0.099579373665179 51.4730430291131, 0.099579373665179 51.4719239251519, 0.101135301378706 51.4713643628766, 0.102691229092233 51.4719239251519, 0.102691229092233 51.4730430291131, 0.101135301378706 51.473602570799))"
111,"POLYGON((-5.66511702004079e-13 51.475281154678, -0.001555927714094 51.4747216335814, -0.001555927714094 51.473602570799, -5.66511702004079e-13 51.4730430291131, 0.001555927712961 51.473602570799, 0.001555927712961 51.4747216335814, -5.66511702004079e-13 51.475281154678))"
112,"POLYGON((0.099579373665179 51.475281154678, 0.098023445951651 51.4747216335814, 0.098023445951651 51.473602570799, 0.099579373665179 51.4730430291131, 0.101135301378706 51.473602570799, 0.101135301378706 51.4747216335814, 0.099579373665179 51.475281154678))"
113,"POLYGON((0.052901542259361 51.475281154678, 0.051345614545833 51.4747216335814, 0.051345614545833 51.473602570799, 0.052901542259361 51.4730430291131, 0.054457469972888 51.473602570799, 0.054457469972888 51.4747216335814, 0.052901542259361 51.475281154678))"
114,"POLYGON((0.102691229092233 51.475281154678, 0.101135301378706 51.4747216335814, 0.101135301378706 51.473602570799, 0.102691229092233 51.4730430291131, 0.104247156805761 51.473602570799, 0.104247156805761 51.4747216335814, 0.102691229092233 51.475281154678))"
115,"POLYGON((0.105803084519288 51.475281154678, 0.10424715680576 51.4747216335814, 0.10424715680576 51.473602570799, 0.105803084519288 51.4730430291131, 0.107359012232815 51.473602570799, 0.107359012232815 51.4747216335814, 0.105803084519288 51.475281154678))"
116,"POLYGON((0.049789686832306 51.475281154678, 0.048233759118779 51.4747216335814, 0.048233759118779 51.473602570799, 0.049789686832306 51.4730430291131, 0.051345614545833 51.473602570799, 0.051345614545833 51.4747216335814, 0.049789686832306 51.475281154678))"
117,"POLYGON((-0.143145349645075 51.475281154678, -0.144701277358602 51.4747216335814, -0.144701277358602 51.473602570799, -0.143145349645075 51.4730430291131, -0.141589421931548 51.473602570799, -0.141589421931548 51.4747216335814, -0.143145349645075 51.475281154678))"
118,"POLYGON((0.077796385675797 51.475281154678, 0.07624045796227 51.4747216335814, 0.07624045796227 51.473602570799, 0.077796385675797 51.4730430291131, 0.079352313389324 51.473602570799, 0.079352313389324 51.4747216335814, 0.077796385675797 51.475281154678))"
119,"POLYGON((0.080908241102851 51.475281154678, 0.079352313389324 51.4747216335814, 0.079352313389324 51.473602570799, 0.080908241102851 51.4730430291131, 0.082464168816379 51.473602570799, 0.082464168816379 51.4747216335814, 0.080908241102851 51.475281154678))"
120,"POLYGON((0.054457469972888 51.4769596767899, 0.052901542259361 51.4764001762822, 0.052901542259361 51.475281154678, 0.054457469972888 51.4747216335814, 0.056013397686415 51.475281154678, 0.056013397686415 51.4764001762822, 0.054457469972888 51.4769596767899))"
121,"POLYGON((0.07624045796227 51.4769596767899, 0.074684530248742 51.4764001762822, 0.074684530248742 51.475281154678, 0.07624045796227 51.4747216335814, 0.077796385675797 51.475281154678, 0.077796385675797 51.4764001762822, 0.07624045796227 51.4769596767899))"
122,"POLYGON((0.045121903691724 51.4769596767899, 0.043565975978197 51.4764001762822, 0.043565975978197 51.475281154678, 0.045121903691724 51.4747216335814, 0.046677831405252 51.475281154678, 0.046677831405252 51.4764001762822, 0.045121903691724 51.4769596767899))"
123,"POLYGON((-0.177375759342675 51.4786381371354, -0.178931687056203 51.4780786572164, -0.178931687056203 51.4769596767899, -0.177375759342675 51.4764001762822, -0.175819831629148 51.4769596767899, -0.175819831629148 51.4780786572164, -0.177375759342675 51.4786381371354))"
124,"POLYGON((-0.158704626780348 51.4786381371354, -0.160260554493875 51.4780786572164, -0.160260554493875 51.4769596767899, -0.158704626780348 51.4764001762822, -0.157148699066821 51.4769596767899, -0.157148699066821 51.4780786572164, -0.158704626780348 51.4786381371354))"
125,"POLYGON((0.054457469972888 51.4803165357154, 0.052901542259361 51.4797570763849, 0.052901542259361 51.4786381371354, 0.054457469972888 51.4780786572164, 0.056013397686415 51.4786381371354, 0.056013397686415 51.4797570763849, 0.054457469972888 51.4803165357154))"
126,"POLYGON((-0.001555927714094 51.4803165357154, -0.003111855427621 51.4797570763849, -0.003111855427621 51.4786381371354, -0.001555927714094 51.4780786572164, -5.66511702004079e-13 51.4786381371354, -5.66511702004079e-13 51.4797570763849, -0.001555927714094 51.4803165357154))"
127,"POLYGON((-0.154036843639766 51.4803165357154, -0.155592771353293 51.4797570763849, -0.155592771353293 51.4786381371354, -0.154036843639766 51.4780786572164, -0.152480915926239 51.4786381371354, -0.152480915926239 51.4797570763849, -0.154036843639766 51.4803165357154))"
128,"POLYGON((0.113582723086924 51.4803165357154, 0.112026795373397 51.4797570763849, 0.112026795373397 51.4786381371354, 0.113582723086924 51.4780786572164, 0.115138650800451 51.4786381371354, 0.115138650800451 51.4797570763849, 0.113582723086924 51.4803165357154))"
129,"POLYGON((0.001555927712961 51.4803165357154, -5.66511702004079e-13 51.4797570763849, -5.66511702004079e-13 51.4786381371354, 0.001555927712961 51.4780786572164, 0.003111855426488 51.4786381371354, 0.003111855426488 51.4797570763849, 0.001555927712961 51.4803165357154))"
130,"POLYGON((-0.157148699066821 51.4803165357154, -0.158704626780348 51.4797570763849, -0.158704626780348 51.4786381371354, -0.157148699066821 51.4780786572164, -0.155592771353293 51.4786381371354, -0.155592771353293 51.4797570763849, -0.157148699066821 51.4803165357154))"
131,"POLYGON((-0.160260554493875 51.4803165357154, -0.161816482207402 51.4797570763849, -0.161816482207402 51.4786381371354, -0.160260554493875 51.4780786572164, -0.158704626780348 51.4786381371354, -0.158704626780348 51.4797570763849, -0.160260554493875 51.4803165357154))"
132,"POLYGON((-0.175819831629148 51.4803165357154, -0.177375759342675 51.4797570763849, -0.177375759342675 51.4786381371354, -0.175819831629148 51.4780786572164, -0.174263903915621 51.4786381371354, -0.174263903915621 51.4797570763849, -0.175819831629148 51.4803165357154))"
133,"POLYGON((0.11047086765987 51.4803165357154, 0.108914939946342 51.4797570763849, 0.108914939946342 51.4786381371354, 0.11047086765987 51.4780786572164, 0.112026795373397 51.4786381371354, 0.112026795373397 51.4797570763849, 0.11047086765987 51.4803165357154))"
134,"POLYGON((0.108914939946342 51.4819948725307, 0.107359012232815 51.4814354337883, 0.107359012232815 51.4803165357154, 0.108914939946342 51.4797570763849, 0.11047086765987 51.4803165357154, 0.11047086765987 51.4814354337883, 0.108914939946342 51.4819948725307))"
135,"POLYGON((0.043565975978197 51.4819948725307, 0.04201004826467 51.4814354337883, 0.04201004826467 51.4803165357154, 0.043565975978197 51.4797570763849, 0.045121903691724 51.4803165357154, 0.045121903691724 51.4814354337883, 0.043565975978197 51.4819948725307))"
136,"POLYGON((-0.155592771353293 51.4819948725307, -0.157148699066821 51.4814354337883, -0.157148699066821 51.4803165357154, -0.155592771353293 51.4797570763849, -0.154036843639766 51.4803165357154, -0.154036843639766 51.4814354337883, -0.155592771353293 51.4819948725307))"
137,"POLYGON((-5.66511702004079e-13 51.4819948725307, -0.001555927714094 51.4814354337883, -0.001555927714094 51.4803165357154, -5.66511702004079e-13 51.4797570763849, 0.001555927712961 51.4803165357154, 0.001555927712961 51.4814354337883, -5.66511702004079e-13 51.4819948725307))"
138,"POLYGON((0.112026795373397 51.4819948725307, 0.11047086765987 51.4814354337883, 0.11047086765987 51.4803165357154, 0.112026795373397 51.4797570763849, 0.113582723086924 51.4803165357154, 0.113582723086924 51.4814354337883, 0.112026795373397 51.4819948725307))"
139,"POLYGON((0.107359012232815 51.4836731475822, 0.105803084519288 51.4831137294276, 0.105803084519288 51.4819948725307, 0.107359012232815 51.4814354337883, 0.108914939946342 51.4819948725307, 0.108914939946342 51.4831137294276, 0.107359012232815 51.4836731475822))"
140,"POLYGON((-0.16337240992093 51.4836731475822, -0.164928337634457 51.4831137294276, -0.164928337634457 51.4819948725307, -0.16337240992093 51.4814354337883, -0.161816482207402 51.4819948725307, -0.161816482207402 51.4831137294276, -0.16337240992093 51.4836731475822))"
141,"POLYGON((-0.160260554493875 51.4836731475822, -0.161816482207402 51.4831137294276, -0.161816482207402 51.4819948725307, -0.160260554493875 51.4814354337883, -0.158704626780348 51.4819948725307, -0.158704626780348 51.4831137294276, -0.160260554493875 51.4836731475822))"
142,"POLYGON((-0.143145349645075 51.4853513608707, -0.144701277358602 51.4847919633037, -0.144701277358602 51.4836731475822, -0.143145349645075 51.4831137294276, -0.141589421931548 51.4836731475822, -0.141589421931548 51.4847919633037, -0.143145349645075 51.4853513608707))"
143,"POLYGON((0.133809783362779 51.4853513608707, 0.132253855649251 51.4847919633037, 0.132253855649251 51.4836731475822, 0.133809783362779 51.4831137294276, 0.135365711076306 51.4836731475822, 0.135365711076306 51.4847919633037, 0.133809783362779 51.4853513608707))"
144,"POLYGON((-0.080908241103984 51.4853513608707, -0.082464168817512 51.4847919633037, -0.082464168817512 51.4836731475822, -0.080908241103984 51.4831137294276, -0.079352313390457 51.4836731475822, -0.079352313390457 51.4847919633037, -0.080908241103984 51.4853513608707))"
145,"POLYGON((-0.006223710854676 51.4853513608707, -0.007779638568203 51.4847919633037, -0.007779638568203 51.4836731475822, -0.006223710854676 51.4831137294277, -0.004667783141148 51.4836731475822, -0.004667783141148 51.4847919633037, -0.006223710854676 51.4853513608707))"
146,"POLYGON((-0.015559277135839 51.4853513608707, -0.017115204849366 51.4847919633037, -0.017115204849366 51.4836731475822, -0.015559277135839 51.4831137294276, -0.014003349422312 51.4836731475822, -0.014003349422312 51.4847919633037, -0.015559277135839 51.4853513608707))"
147,"POLYGON((-0.14625720507213 51.4853513608707, -0.147813132785657 51.4847919633037, -0.147813132785657 51.4836731475822, -0.14625720507213 51.4831137294276, -0.144701277358602 51.4836731475822, -0.144701277358602 51.4847919633037, -0.14625720507213 51.4853513608707))"
148,"POLYGON((-0.012447421708785 51.4853513608707, -0.014003349422312 51.4847919633037, -0.014003349422312 51.4836731475822, -0.012447421708785 51.4831137294276, -0.010891493995257 51.4836731475822, -0.010891493995257 51.4847919633037, -0.012447421708785 51.4853513608707))"
149,"POLYGON((0.124474217081615 51.4853513608707, 0.122918289368088 51.4847919633037, 0.122918289368088 51.4836731475822, 0.124474217081615 51.4831137294276, 0.126030144795142 51.4836731475822, 0.126030144795142 51.4847919633037, 0.124474217081615 51.4853513608707))"
150,"POLYGON((-0.133809783363912 51.4853513608707, -0.135365711077439 51.4847919633037, -0.135365711077439 51.4836731475822, -0.133809783363912 51.4831137294276, -0.132253855650384 51.4836731475822, -0.132253855650384 51.4847919633037, -0.133809783363912 51.4853513608707))"
151,"POLYGON((-0.00933556628173 51.4853513608707, -0.010891493995257 51.4847919633037, -0.010891493995257 51.4836731475822, -0.00933556628173 51.4831137294276, -0.007779638568203 51.4836731475822, -0.007779638568203 51.4847919633037, -0.00933556628173 51.4853513608707))"
152,"POLYGON((0.130697927935724 51.4853513608707, 0.129142000222197 51.4847919633037, 0.129142000222197 51.4836731475822, 0.130697927935724 51.4831137294277, 0.132253855649251 51.4836731475822, 0.132253855649251 51.4847919633037, 0.130697927935724 51.4853513608707))"
153,"POLYGON((-0.020227060276421 51.487029512397, -0.021782987989948 51.4864701354173, -0.021782987989948 51.4853513608707, -0.020227060276421 51.4847919633037, -0.018671132562894 51.4853513608707, -0.018671132562894 51.4864701354173, -0.020227060276421 51.487029512397))"
154,"POLYGON((0.132253855649251 51.487029512397, 0.130697927935724 51.4864701354173, 0.130697927935724 51.4853513608707, 0.132253855649251 51.4847919633037, 0.133809783362779 51.4853513608707, 0.133809783362779 51.4864701354173, 0.132253855649251 51.487029512397))"
155,"POLYGON((0.129142000222197 51.487029512397, 0.12758607250867 51.4864701354173, 0.12758607250867 51.4853513608707, 0.129142000222197 51.4847919633037, 0.130697927935724 51.4853513608707, 0.130697927935724 51.4864701354173, 0.129142000222197 51.487029512397))"
156,"POLYGON((0.13847756650336 51.487029512397, 0.136921638789833 51.4864701354173, 0.136921638789833 51.4853513608707, 0.13847756650336 51.4847919633037, 0.140033494216888 51.4853513608707, 0.140033494216888 51.4864701354173, 0.13847756650336 51.487029512397))"
157,"POLYGON((-0.004667783141148 51.487029512397, -0.006223710854676 51.4864701354173, -0.006223710854676 51.4853513608707, -0.004667783141148 51.4847919633037, -0.003111855427621 51.4853513608707, -0.003111855427621 51.4864701354173, -0.004667783141148 51.487029512397))"
158,"POLYGON((0.135365711076306 51.487029512397, 0.133809783362779 51.4864701354173, 0.133809783362779 51.4853513608707, 0.135365711076306 51.4847919633037, 0.136921638789833 51.4853513608707, 0.136921638789833 51.4864701354173, 0.135365711076306 51.487029512397))"
159,"POLYGON((-0.007779638568203 51.487029512397, -0.00933556628173 51.4864701354173, -0.00933556628173 51.4853513608707, -0.007779638568203 51.4847919633037, -0.006223710854676 51.4853513608707, -0.006223710854676 51.4864701354173, -0.007779638568203 51.487029512397))"
160,"POLYGON((-0.12914200022333 51.487029512397, -0.130697927936857 51.4864701354173, -0.130697927936857 51.4853513608707, -0.12914200022333 51.4847919633037, -0.127586072509803 51.4853513608707, -0.127586072509803 51.4864701354173, -0.12914200022333 51.487029512397))"
161,"POLYGON((0.136921638789833 51.4887076021619, 0.135365711076306 51.4881482457693, 0.135365711076306 51.487029512397, 0.136921638789833 51.4864701354173, 0.13847756650336 51.487029512397, 0.13847756650336 51.4881482457693, 0.136921638789833 51.4887076021619))"
162,"POLYGON((-0.028006698844057 51.4887076021619, -0.029562626557585 51.4881482457693, -0.029562626557585 51.487029512397, -0.028006698844057 51.4864701354173, -0.02645077113053 51.487029512397, -0.02645077113053 51.4881482457693, -0.028006698844057 51.4887076021619))"
163,"POLYGON((0.130697927935724 51.4887076021619, 0.129142000222197 51.4881482457693, 0.129142000222197 51.487029512397, 0.130697927935724 51.4864701354173, 0.132253855649251 51.487029512397, 0.132253855649251 51.4881482457693, 0.130697927935724 51.4887076021619))"
164,"POLYGON((-0.024894843417003 51.4887076021619, -0.02645077113053 51.4881482457693, -0.02645077113053 51.487029512397, -0.024894843417003 51.4864701354173, -0.023338915703476 51.487029512397, -0.023338915703476 51.4881482457693, -0.024894843417003 51.4887076021619))"
165,"POLYGON((0.133809783362779 51.4887076021619, 0.132253855649251 51.4881482457693, 0.132253855649251 51.487029512397, 0.133809783362779 51.4864701354173, 0.135365711076306 51.487029512397, 0.135365711076306 51.4881482457693, 0.133809783362779 51.4887076021619))"
166,"POLYGON((-0.003111855427621 51.4887076021619, -0.004667783141148 51.4881482457693, -0.004667783141148 51.487029512397, -0.003111855427621 51.4864701354173, -0.001555927714094 51.487029512397, -0.001555927714094 51.4881482457693, -0.003111855427621 51.4887076021619))"
167,"POLYGON((-0.001555927714094 51.4903856301664, -0.003111855427621 51.4898262943605, -0.003111855427621 51.4887076021619, -0.001555927714094 51.4881482457693, -5.66511702004079e-13 51.4887076021619, -5.66511702004079e-13 51.4898262943605, -0.001555927714094 51.4903856301664))"
